post_id,image_url,caption,label,misinformation_type,named_entities,categories,posted_date,language,article_url,article_title
TC_factcheck-rabi-balen-joint-letter-to-modi-before-election-fake,https://techpana.prixacdn.net/media/albums/techpana-factcheck-rabi-balen-india-modi-nepal-press_5ZlcCMkTwp.jpg.760x430_q100_crop.jpg,चुनावअघि रवि र बलेनले मोदीलाई दिएको संयुक्त पत्र नक्कली,0,Pristine,"Rabi Lamichhane, Balendra Shah, Narendra Modi, India",Politics,07/03/2026,ne,https://techpana.com/2026/155527/factcheck-rabi-balen-joint-letter-to-modi-before-election-fake,फ्याक्टचेकः चुनावअघि रवि-बालेनको संयुक्त हस्ताक्षरमा मोदीलाई लेखिएको भन्दै सार्वजनिक पत्र फेक
TC_factcheck-fake-screenshot-used-to-spread-false-news-about-rabi-lamichhane-and-balen,https://techpana.prixacdn.net/media/albums/rabi-lamichhane-balen-shah-misleading-techpana-news_5OvsOvisy9.jpg.760x430_q100_crop.jpg,रवि लामिछाने र बलेनको बारेमा गलत समाचार फैलाउन नक्कली स्क्रिनसट प्रयोग गरियो,1,Fabricated,"Rabi Lamichhane, Balendra Shah, RSP",Politics,12/03/2026,ne,https://techpana.com/2026/155657/factcheck-fake-screenshot-used-to-spread-false-news-about-rabi-lamichhane-and-balen,फ्याक्टचेकः नक्कली स्क्रिनशटलाई आधार बनाएर नागरिक न्युज र देशसञ्चारले फैलाए रवि-बालेनबारे झुटो समाचार
TC_factcheck-fake-screenshot-used-to-spread-false-news-about-rabi-lamichhane-and-balen,https://techpana.prixacdn.net/media/albums/rabi-lamichhane-balen-shah-misleading-techpana-news_5OvsOvisy9.jpg.760x430_q100_crop.jpg,रवि र बलेनको बारेमा गलत समाचार फैलाउन नक्कली स्क्रिनसट प्रयोग गरिएको थियो ।,0,Pristine,"Rabi Lamichhane, Balendra Shah, RSP",Politics,12/03/2026,ne,https://techpana.com/2026/155657/factcheck-fake-screenshot-used-to-spread-false-news-about-rabi-lamichhane-and-balen,फ्याक्टचेकः नक्कली स्क्रिनशटलाई आधार बनाएर नागरिक न्युज र देशसञ्चारले फैलाए रवि-बालेनबारे झुटो समाचार
TC_hari-dhakal-balen-prime-minister-viral-video-fact-check,https://techpana.prixacdn.net/media/albums/Misleading-hari-dhaka-rejecting-balen-claim-techpana-factcheck_6TnURkNvjZ.jpg.760x430_q100_crop.jpg,हरि ढकालले बलेनलाई प्रधानमन्त्री बनाउने भनी भाइरल गरेको भिडियो भ्रामक छ,1,Miscaptioned,"Hari Dhakal, Balendra Shah",Politics,13/03/2026,ne,https://techpana.com/2026/155673/hari-dhakal-balen-prime-minister-viral-video-fact-check,फ्याक्टचेक: बालेनलाई प्रम स्वीकार्न हरि ढकालले आनाकानी गरे भन्दै रास्वपा र बालेनको एकता हुनुअघिको भिडिओ भाइरल
TC_hari-dhakal-balen-prime-minister-viral-video-fact-check,https://techpana.prixacdn.net/media/albums/Misleading-hari-dhaka-rejecting-balen-claim-techpana-factcheck_6TnURkNvjZ.jpg.760x430_q100_crop.jpg,हरि ढकालले बलेन प्रधानमन्त्री हुने भनी भाइरल गरेको भिडियो भ्रामक छ ।,0,Pristine,"Hari Dhakal, Balendra Shah",Politics,13/03/2026,ne,https://techpana.com/2026/155673/hari-dhakal-balen-prime-minister-viral-video-fact-check,फ्याक्टचेक: बालेनलाई प्रम स्वीकार्न हरि ढकालले आनाकानी गरे भन्दै रास्वपा र बालेनको एकता हुनुअघिको भिडिओ भाइरल
TC_misleading-video-binita-kathayat-jumla-election,https://techpana.prixacdn.net/media/albums/binita-kathayat-cried-after-loosing-election-Misleading-claim-techpana-factcheck_r1YKy4mmKI.jpg.760x430_q100_crop.jpg,जुम्ला निर्वाचन सन्दर्भमा बिनिता कठायतको बारेमा भ्रामक भिडियो प्रयोग गरिएको थियो,1,Miscaptioned,"Binita Kathayat, Jumla",Politics,10/03/2026,ne,https://techpana.com/2026/155636/misleading-video-binita-kathayat-jumla-election,"चुनाव हारेर होइन, फिल्म हेरेर रोएकी थिइन् रास्वपा नेतृ विनिता कठायत, जनआस्था लगायतले फैलाए भ्रम"
TC_misleading-video-binita-kathayat-jumla-election,https://techpana.prixacdn.net/media/albums/binita-kathayat-cried-after-loosing-election-Misleading-claim-techpana-factcheck_r1YKy4mmKI.jpg.760x430_q100_crop.jpg,जुम्ला निर्वाचन सन्दर्भमा बिनिता कठायतको बारेमा भ्रामक भिडियो प्रयोग गरिएको थियो।,0,Pristine,"Binita Kathayat, Jumla",Politics,10/03/2026,ne,https://techpana.com/2026/155636/misleading-video-binita-kathayat-jumla-election,"चुनाव हारेर होइन, फिल्म हेरेर रोएकी थिइन् रास्वपा नेतृ विनिता कठायत, जनआस्था लगायतले फैलाए भ्रम"
TC_fact-check-viral-father-son-photo-not-maoist-war-but-vietnam-war,https://techpana.prixacdn.net/media/albums/maoist-civil-war-photo-misleading-techpana-factcheck_BznW3RScL1.jpg.760x430_q100_crop.jpg,भाइरल बाबु छोराको तस्बिर नेपाल माओवादी युद्धको नभई भियतनाम युद्धको हो,1,Geographic_Mismatch,"CPN Maoist, Nepal",Politics,10/03/2026,ne,https://techpana.com/2026/155529/fact-check-viral-father-son-photo-not-maoist-war-but-vietnam-war,फ्याक्टचेक: माओवादी द्वन्द्वको भन्दै फैलाइएको बाबु-छोराको तस्बिर ६० वर्ष पुरानो भियतनाम युद्धको
TC_fact-check-viral-father-son-photo-not-maoist-war-but-vietnam-war,https://techpana.prixacdn.net/media/albums/maoist-civil-war-photo-misleading-techpana-factcheck_BznW3RScL1.jpg.760x430_q100_crop.jpg,भाइरल बाबु छोराको तस्बिर नेपाल माओवादी युद्धको होइन भियतनाम युद्धको हो ।,0,Pristine,"CPN Maoist, Nepal",Politics,10/03/2026,ne,https://techpana.com/2026/155529/fact-check-viral-father-son-photo-not-maoist-war-but-vietnam-war,फ्याक्टचेक: माओवादी द्वन्द्वको भन्दै फैलाइएको बाबु-छोराको तस्बिर ६० वर्ष पुरानो भियतनाम युद्धको
TC_fact-check-devraj-ghimire-decisive-vote-in-favor-of-treaty-within-cpn-uml-not-mahakali-treaty,https://techpana.prixacdn.net/media/albums/devraj-ghimire-mahakali-treaty-techpana_3mDL2Xe1JS.jpg.760x430_q100_crop.jpg,देवराज घिमिरे निर्णायक मत नेकपा एमाले पार्टीभित्रको कुरा महाकाली सन्धि होइन,1,Miscaptioned,"Devraj Ghimire, CPN-UML, Mahakali Treaty",Politics,10/03/2026,ne,https://techpana.com/2026/155545/fact-check-devraj-ghimire-decisive-vote-in-favor-of-treaty-within-cpn-uml-not-mahakali-treaty,फ्याक्टचेकः देवराज घिमिरेले महाकाली सन्धिमा नभई एमालेभित्र सन्धिको पक्षमा गरेका थिए निर्णायक मतदान
TC_fact-check-devraj-ghimire-decisive-vote-in-favor-of-treaty-within-cpn-uml-not-mahakali-treaty,https://techpana.prixacdn.net/media/albums/devraj-ghimire-mahakali-treaty-techpana_3mDL2Xe1JS.jpg.760x430_q100_crop.jpg,"भोट नेकपा-एमाले पार्टीभित्रको कुरा हो, महाकाली सन्धि नभएको दाबी गरिएको छ ।",0,Pristine,"Devraj Ghimire, CPN-UML, Mahakali Treaty",Politics,10/03/2026,ne,https://techpana.com/2026/155545/fact-check-devraj-ghimire-decisive-vote-in-favor-of-treaty-within-cpn-uml-not-mahakali-treaty,फ्याक्टचेकः देवराज घिमिरेले महाकाली सन्धिमा नभई एमालेभित्र सन्धिको पक्षमा गरेका थिए निर्णायक मतदान
TC_factcheck-international-observers-vehicle-misrepresented-as-us-booth-capture,https://techpana.prixacdn.net/media/albums/factcheck-us-booth-capture_cHIypE0Ztw.jpg.760x430_q100_crop.jpg,अन्तर्राष्ट्रिय निर्वाचन पर्यवेक्षकको गाडीलाई अमेरिकाले मतदान केन्द्र क्याप्चर गर्ने भनी गलत चित्रण गरेको छ,1,Identity_Mismatch,"USA, Nepal Election Commission",Politics,12/03/2026,ne,https://techpana.com/2026/155604/factcheck-international-observers-vehicle-misrepresented-as-us-booth-capture,फ्याक्टचेकः अन्तर्राष्ट्रिय पर्यवेक्षकको गाडीलाई अमेरिकन बुथ कब्जा गर्न आएको भन्दै फलाइयो त्रास
TC_factcheck-international-observers-vehicle-misrepresented-as-us-booth-capture,https://techpana.prixacdn.net/media/albums/factcheck-us-booth-capture_cHIypE0Ztw.jpg.760x430_q100_crop.jpg,अन्तर्राष्ट्रिय चुनाव पर्यवेक्षकको गाडीलाई अमेरिकी बुथ क्याप्चरको रूपमा गलत रूपमा प्रस्तुत गरिएको थियो।,0,Pristine,"USA, Nepal Election Commission",Politics,12/03/2026,ne,https://techpana.com/2026/155604/factcheck-international-observers-vehicle-misrepresented-as-us-booth-capture,फ्याक्टचेकः अन्तर्राष्ट्रिय पर्यवेक्षकको गाडीलाई अमेरिकन बुथ कब्जा गर्न आएको भन्दै फलाइयो त्रास
